stemming;anjuran;larangan;informasi
['orang', 'budak', 'perempuan', 'hitam', 'milik', 'suatu', 'kaum', 'orang', 'arab', 'merdeka', 'aisyah', 'kata', 'suatu', 'hari', 'sahaya', 'keluar', 'sama', 'orang', 'bayi', 'perempuan', 'bawa', 'kain', 'tikar', 'tenun', 'warna', 'merah', 'buat', 'kulit', 'hias', 'permata', 'kata', 'aisyah', 'ra', 'sahaya', 'letak', 'tikar', 'sebut', 'duduk', 'atas', 'lalu', 'tibatiba', 'burung', 'luka', 'jatuh', 'sahaya', 'anggap', 'daging', 'ambil', 'lalu', 'orangorang', 'cari', 'burung', 'sebut', 'temu', 'kata', 'aisyah', 'ra', 'lalu', 'orangorang', 'tanya', 'kepada', 'be', 'aisyah', 'ra', 'lalu', 'orangorang', 'geledah', 'bagi', 'depan', 'sahaya', 'sebut', 'aisyah', 'ra', 'kata', 'allah', 'aku', 'sama', 'butung', 'jatuh', 'lalu', 'ambil', 'jadi', 'apa', 'jadi', 'antara', 'aisyah', 'ra', 'kata', 'aku', 'kata', 'ini', 'kalian', 'duga', 'aku', 'ada', 'balik', 'semua', 'padahal', 'orang', 'lah', 'buat', 'aku', 'lepas', 'diri', 'dari', 'aisyah', 'ra', 'kata', 'lalu', 'sahaya', 'temu', 'rasulullah', 'masuk', 'islam', 'kata', 'aisyah', 'ra', 'sahaya', 'milik', 'rumah', 'kecil', 'dekat', 'masjid', 'aisyah', 'ra', 'kata', 'temu', 'aku', 'cerita', 'samping', 'aisyah', 'ra', 'kata', 'tidak', 'duduk', 'sis', 'selalu', 'syair', 'kata', 'aisyah', 'ra', 'aku', 'katakana', 'kepada', 'apa', 'alas', 'kali', 'majelis', 'dengan', 'kamu', 'syair', 'aisyah', 'ra', 'kata', 'cerita', 'jadi', 'hadits'];0;0;1
['aku', 'milik', 'pikir', 'aku', 'kabul', 'rabbku', 'tiga', 'soal', 'aku', 'sampai', 'rasulullah', 'wahai', 'rasulullah', 'anda', 'maqam', 'ibrahim', 'jadi', 'tempat', 'shalat', 'lalu', 'turun', 'ayat', 'jadi', 'sebahagian', 'maqam', 'ibrahim', 'tempat', 'shalat', 'qs', 'al', 'baqarah', 'dua', 'hijab', 'aku', 'lalu', 'kata', 'wahai', 'rasulullah', 'anda', 'tuan', 'perintah', 'isteriisteri', 'tuan', 'hijab', 'komunikasi', 'orang', 'shalih', 'fajir', 'suka', 'maksiat', 'turun', 'ayat', 'hijab', 'tiga', 'isteriisteri', 'beliau', 'cemburu', 'beliau', 'banyak', 'bangkang', 'aku', 'kata', 'moga', 'bila', 'beliau', 'cerai', 'kalian', 'rabbnya', 'ganti', 'isteriisteri', 'lebih', 'baik', 'kalian', 'turun', 'ayat', 'masalah', 'abu', 'abdullah', 'kata', 'cerita', 'ibnu', 'abu', 'maryam', 'kata', 'abar', 'yahya', 'bin', 'ayyub', 'kata', 'cerita', 'kepada', 'humaid', 'kata', 'aku', 'dengar', 'anas', 'hadits'];0;0;1
['aku', 'perintah', 'rang', 'manusia', 'hingga', 'ucap', 'laa', 'ilaaha', 'illallah', 'tuhan', 'hak', 'sembah', 'allah', 'ucap', 'kemudian', 'diri', 'shalat', 'shalat', 'hadap', 'kiblat', 'sembelih', 'cara', 'sembelih', 'darah', 'harta', 'haram', 'suci', 'hak', 'islam', 'hitung', 'allah', 'ibnu', 'abu', 'maryam', 'kata', 'abar', 'yahya', 'bin', 'ayyub', 'cerita', 'humaid', 'cerita', 'anas', 'nabi', 'ali', 'bin', 'abdullah', 'kata', 'cerita', 'khalid', 'bin', 'al', 'harits', 'kata', 'cerita', 'humaid', 'kata', 'maimun', 'bin', 'siyah', 'tanya', 'anas', 'bin', 'malik', 'wahai', 'abu', 'hamzah', 'apa', 'jadi', 'haram', 'darah', 'harta', 'orang', 'hamba', 'ali', 'jawab', 'siapa', 'saksi', 'laa', 'ilaaha', 'illallah', 'tuhan', 'hak', 'sembah', 'allah', 'hadap', 'kiblat', 'shalat', 'sepet', 'shalat', 'makan', 'sembelih', 'muslim', 'bagi', 'hak', 'wajib', 'orang', 'muslim'];0;0;1
['sungguh', 'allah', 'tawar', 'orang', 'hamba', 'pilih', 'dunia', 'apa', 'sisi', 'kemudian', 'hamba', 'sebut', 'pilih', 'apa', 'sisi', 'allah', 'tibatiba', 'abu', 'bakar', 'ash', 'shidiq', 'menang', 'aku', 'pikir', 'hati', 'apa', 'buat', 'orang', 'tua', 'menang', 'allah', 'tawar', 'orang', 'hamba', 'pilih', 'dunia', 'apa', 'sisi', 'lalu', 'hamba', 'sebut', 'pilih', 'apa', 'sisi', 'allah', 'nyata', 'rasulullah', 'shallallahu', 'alaihi', 'wa', 'salam', 'maksud', 'hamba', 'sebut', 'abu', 'bakar', 'orang', 'paling', 'paham', 'isyarat', 'kemudian', 'beliau', 'kata', 'wahai', 'abu', 'bakar', 'jangalah', 'kamu', 'menang', 'sungguh', 'manusia', 'paling', 'percaya', 'hadap', 'sahabat', 'harta', 'abu', 'bakar', 'anda', 'aku', 'ambil', 'kasih', 'ummatku', 'tentu', 'abu', 'bakar', 'orang', 'saudara', 'islam', 'kasih', 'sayang', 'islam', 'sungguh', 'satu', 'pintu', 'masjid', 'sisa', 'tutup', 'pintu', 'abu', 'bakar'];0;1;1
['shalat', 'mengahdap', 'baitul', 'maqdis', 'lama', 'enam', 'belas', 'tujuh', 'belas', 'bulan', 'rasulullah', 'ingin', 'kiblat', 'sebut', 'alih', 'arah', 'kabah', 'allah', 'turun', 'ayat', 'sungguh', 'sering', 'lihat', 'muka', 'tengadah', 'langit', 'qs', 'al', 'baqarah', 'kemudian', 'nabi', 'hadap', 'kabah', 'lalu', 'kata', 'orangorang', 'kurang', 'akal', 'orangorang', 'yahudi', 'maling', 'umat', 'islam', 'kiblat', 'baitul', 'maqdis', 'kiblat', 'kepada', 'kata', 'punya', 'allah', 'timur', 'barat', 'beri', 'tunjuk', 'siapa', 'hendak', 'jalan', 'lurus', 'as', 'al', 'baqarah', 'kemudian', 'orang', 'ikut', 'shalat', 'sama', 'nabi', 'orang', 'kemudian', 'keluar', 'lesi', 'shalatnya', 'kemudian', 'orang', 'lewat', 'kaum', 'anshar', 'sedang', 'laksana', 'shalat', 'ashar', 'hadap', 'baitul', 'maqdis', 'lalu', 'orang', 'saksi', 'shalat', 'sama', 'rasulullah', 'hadap', 'kabah', 'orangorang', 'putar', 'hadap', 'kabah'];0;0;1
['rasulullah', 'diri', 'mimbar', 'sebut', 'hadap', 'kiblat', 'beliau', 'takbir', 'orangorang', 'ikut', 'shalat', 'belakang', 'beliau', 'lalu', 'baca', 'surat', 'lalu', 'rukuk', 'orangorang', 'ikut', 'rukuk', 'belakang', 'kemudian', 'beliau', 'angkat', 'kepala', 'lalu', 'mundur', 'belakang', 'turun', 'sujud', 'atas', 'tanah', 'kemudian', 'beliau', 'atas', 'mimbar', 'rukuk', 'kemudian', 'angkat', 'kepal', 'lalu', 'turun', 'tanah', 'posisi', 'belum', 'sujud', 'tanah', 'ada', 'mimbar', 'abu', 'abdullah', 'kata', 'ali', 'al', 'madini', 'kata', 'ahmad', 'bin', 'hambal', 'rahimahullah', 'tanya', 'kepada', 'hadits', 'kata', 'aku', 'maksud', 'nabi', 'posisi', 'lebih', 'tinggi', 'orangorang', 'orang', 'imam', 'posisi', 'lebih', 'tinggi', 'makmum', 'dasar', 'hadits', 'sahl', 'bin', 'sad', 'kata', 'aku', 'kata', 'sungguh', 'sufyan', 'bin', 'uyainah', 'sering', 'tanya', 'masalah', 'kamu', 'pernah', 'dengar', 'ahmad', 'bin', 'hambal', 'rahimahullah', 'jawab'];0;0;1
['wahai', 'bani', 'najjar', 'sebut', 'berapa', 'harga', 'kebun', 'kalian', 'jawab', 'allah', 'jual', 'allah', 'anas', 'kata', 'aku', 'beritahu', 'kalian', 'kebun', 'banyak', 'dapat', 'kubur', 'orangorang', 'musyrik', 'sisasisa', 'runtuh', 'rumah', 'pohonpohon', 'kurma', 'nabi', 'perintah', 'bongkar', 'kuburankuburan', 'sebut', 'runtuh', 'rumah', 'rata', 'pohonpohon', 'kurma', 'tumbang', 'lalu', 'pindah', 'depan', 'arah', 'kiblat', 'masjid', 'lalu', 'buat', 'pintu', 'masjid', 'pohon', 'angkut', 'batu', 'bata', 'nyanyi', 'nasyid', 'nabi', 'ikut', 'kerja', 'sama', 'ucap', 'allah', 'baik', 'baik', 'akhirat', 'ampun', 'kaum', 'anshar', 'muhajirin'];0;0;1
['shalat', 'jamaah', 'lebih', 'utama', 'shalatnya', 'sendiri', 'rumah', 'pasar', 'banyak', 'puluh', 'lima', 'derajat', 'salah', 'orang', 'kalian', 'berwudlu', 'lalu', 'bagus', 'wudlunya', 'kemudian', 'datang', 'masjid', 'tuju', 'shalat', 'langkah', 'laku', 'allah', 'angkat', 'langkah', 'setinggi', 'satu', 'derajat', 'mengahapus', 'dari', 'satu', 'salah', 'hingga', 'pasuk', 'masjid', 'pasuk', 'masjid', 'hitung', 'ada', 'shalat', 'niat', 'malaikat', 'doa', 'lama', 'ada', 'tempat', 'guna', 'shalat', 'allah', 'ampun', 'allah', 'rahmat', 'lama', 'berhadats'];0;0;1
['kalian', 'milik', 'helai', 'baju', 'kemudian', 'orang', 'tanya', 'umar', 'lalu', 'jawab', 'allah', 'beri', 'lapang', 'mudah', 'guna', 'bila', 'orang', 'milik', 'banyak', 'pakai', 'shalat', 'pakai', 'shalat', 'pakai', 'kain', 'rida', 'selendang', 'besar', 'pakai', 'kain', 'gamis', 'baju', 'panjang', 'kaki', 'pakai', 'kain', 'baju', 'pakai', 'celana', 'panjang', 'rida', 'pakai', 'celana', 'panjang', 'gamis', 'pakai', 'celana', 'panjang', 'baju', 'pakai', 'celana', 'pendek', 'rida', 'pakai', 'celana', 'pendek', 'gamis', 'abu', 'hurairah', 'kata', 'turut', 'umar', 'kata', 'pakai', 'celana', 'pendek', 'rida'];1;0;1
['masa', 'rasulullah', 'masjid', 'bangun', 'guna', 'tanah', 'liat', 'keras', 'bata', 'atap', 'dedaunan', 'tiang', 'batang', 'pohon', 'kurma', 'masa', 'abu', 'bakar', 'beri', 'tambah', 'renovasi', 'apa', 'kemudian', 'masa', 'umar', 'bin', 'al', 'khaththab', 'beri', 'tambah', 'renovasi', 'umar', 'renovasi', 'batu', 'bata', 'dahan', 'barang', 'kurma', 'sesuai', 'bentuk', 'masa', 'rasulullah', 'tiang', 'utama', 'ganti', 'kayu', 'kemudian', 'masa', 'utsman', 'banyak', 'laku', 'ubah', 'renovasi', 'dinding', 'masjid', 'bangun', 'batu', 'ukir', 'batu', 'kapur', 'kemudian', 'tiang', 'batu', 'ukir', 'atap', 'batang', 'kayu', 'pilih'];0;0;1
['aku', 'erti', 'dua', 'orang', 'tua', 'dua', 'peluk', 'agama', 'lalu', 'suatu', 'hari', 'hidup', 'rasulullah', 'datang', 'temu', 'hujung', 'hari', 'baik', 'pagi', 'maupun', 'sore', 'aku', 'ingat', 'nampak', 'islam', 'abu', 'bakar', 'masjid', 'shalat', 'sana', 'baca', 'al', 'quran', 'wanitawanita', 'anakanak', 'musyrik', 'perhati', 'penuh', 'heran', 'abu', 'bakar', 'orang', 'sangat', 'mudah', 'menang', 'kuasa', 'air', 'mata', 'apabila', 'baca', 'al', 'quran', 'jadi', 'menggemparkankan', 'besar', 'musyrikin', 'quraisy'];0;0;1
['aku', 'lihat', 'rasulullah', 'ada', 'kemah', 'merah', 'buat', 'kulit', 'samak', 'aku', 'lihat', 'bilal', 'ambil', 'air', 'wudlu', 'rasulullah', 'aku', 'lihat', 'orangorang', 'saling', 'rebut', 'air', 'sebut', 'orang', 'mendapatkanya', 'langsung', 'usap', 'ambil', 'tangan', 'teman', 'basah', 'kemudian', 'aku', 'lihat', 'bilal', 'ambil', 'tombak', 'kecil', 'tancap', 'tanah', 'lalu', 'nabi', 'keluar', 'kena', 'pakai', 'merah', 'hadap', 'arah', 'tombak', 'kecil', 'pimpin', 'orangorang', 'shalat', 'banyak', 'rakaat', 'aku', 'lihat', 'orangorang', 'hewan', 'lalu', 'lewat', 'depan', 'tombak', 'sebut'];0;0;1
['allah', 'serah', 'urus', 'quraisy', 'kepada', 'allah', 'serah', 'quraisy', 'kepada', 'allah', 'serah', 'quraisy', 'kepada', 'kemudian', 'nabi', 'sebut', 'satu', 'satu', 'namanama', 'allah', 'serah', 'urus', 'amru', 'bin', 'hisyam', 'kepada', 'utbah', 'bin', 'rabiah', 'syaibah', 'bin', 'rabiah', 'al', 'walid', 'bin', 'utbah', 'umayyah', 'bin', 'khalaf', 'uqbah', 'bin', 'abu', 'muaith', 'umarah', 'bin', 'al', 'walid', 'abdullah', 'bin', 'masud', 'kata', 'allah', 'aku', 'lihat', 'orangorang', 'sebut', 'nabi', 'sebut', 'bantai', 'perang', 'badar', 'kemudian', 'dibunag', 'lembah', 'badar', 'lalu', 'nabi', 'sabda', 'jadi', 'huni', 'lembah', 'iring', 'kutu'];0;0;1
['benar', 'kata', 'dzul', 'yadain', 'orangorang', 'jawab', 'benar', 'beliau', 'kemudian', 'maju', 'depan', 'kerja', 'shalat', 'tinggal', 'kemudian', 'salam', 'beliau', 'takbir', 'sujud', 'sujud', 'laku', 'lebih', 'lama', 'kemudian', 'beliau', 'angkat', 'kepala', 'takbir', 'kemudian', 'takbir', 'sujud', 'sujud', 'lebih', 'lama', 'kemudian', 'angkat', 'kepala', 'takbir', 'jadi', 'orangorang', 'tanya', 'kepada', 'ibnu', 'sirin', 'hadits', 'lafadz', 'kemudian', 'beliau', 'salam', 'lalu', 'kata', 'aku', 'dapat', 'berita', 'imran', 'bin', 'hushain', 'kata', 'kemudian', 'beliau', 'salam'];0;0;1
['masuk', 'kabah', 'sama', 'usamah', 'bin', 'zaid', 'bilal', 'utsman', 'bin', 'thalhah', 'al', 'hajabi', 'kemudian', 'pintu', 'tutup', 'beliau', 'ada', 'dalam', 'kemudian', 'beliau', 'keluar', 'aku', 'tanya', 'bilal', 'apa', 'laku', 'beliau', 'dalam', 'bilal', 'jawab', 'beliau', 'jadi', 'tiang', 'ada', 'belah', 'kiri', 'lalu', 'satu', 'belah', 'kanan', 'tiga', 'tiang', 'ada', 'belakang', 'tiang', 'kabah', 'jumlah', 'enam', 'buah', 'kemudian', 'beliau', 'shalat', 'ismail', 'sebut', 'malik', 'cerita', 'kepada', 'sebut', 'tiang', 'belah', 'kanan'];0;0;1
['rasulullah', 'hadir', 'hidang', 'masak', 'beliau', 'beliau', 'kemudian', 'santap', 'makan', 'sebut', 'kemudian', 'sabda', 'diri', 'aku', 'pimpin', 'kalian', 'shalat', 'anas', 'kata', 'aku', 'diri', 'tikar', 'milik', 'lusuh', 'hitam', 'akibat', 'sering', 'guna', 'aku', 'lalu', 'percik', 'air', 'kemudian', 'rasulullah', 'diri', 'atas', 'aku', 'orang', 'anak', 'yatim', 'lalu', 'buat', 'baris', 'belakang', 'beliau', 'orang', 'tua', 'nenek', 'diri', 'belakang', 'rasulullah', 'lalu', 'shalat', 'memimpim', 'banyak', 'rakaat', 'lalu', 'pergi'];1;0;1
['kemudian', 'duduk', 'dua', 'kaki', 'hadap', 'kiblat', 'kemudian', 'beliau', 'sujud', 'kali', 'kemudian', 'salam', 'hadap', 'arah', 'beliau', 'sabda', 'seungguhnya', 'bila', 'baru', 'shalat', 'aku', 'beritahukan', 'kalian', 'aku', 'hanya', 'manusia', 'kalian', 'lupa', 'bagaimana', 'kalian', 'lupa', 'aku', 'lupa', 'ingat', 'orang', 'kalian', 'ragu', 'shalatnya', 'yakin', 'mana', 'benar', 'kemudian', 'hendak', 'sempurna', 'lalu', 'salam', 'kemudian', 'sujud', 'kali'];1;0;1
['suatu', 'kaum', 'buat', 'syarat', 'syaratsyarat', 'kitabullah', 'barangsiapa', 'buat', 'syarat', 'kitabullah', 'laku', 'sekalipun', 'buat', 'syarat', 'ratus', 'kali', 'ali', 'kata', 'yahya', 'kata', 'abdul', 'wahhab', 'yahya', 'amrah', 'hadits', 'jafar', 'bin', 'aun', 'kata', 'yahya', 'kata', 'aku', 'dengar', 'amrah', 'kata', 'aku', 'dengar', 'aisyah', 'malik', 'riwayat', 'yahya', 'amrah', 'bararahnamun', 'sebut', 'rasulullah', 'naik', 'mimbar'];0;0;1
['sungguh', 'ifrit', 'bangsa', 'jin', 'baru', 'gagu', 'putus', 'shalatku', 'allah', 'menang', 'aku', 'atas', 'aku', 'hendak', 'ikat', 'salah', 'satu', 'tiang', 'masjid', 'waktu', 'shubuh', 'tiap', 'orang', 'kalian', 'lihat', 'aku', 'ingat', 'ucap', 'saudara', 'sulaiman', 'alaihis', 'salam', 'doa', 'rabb', 'anugerah', 'kepada', 'raja', 'milik', 'orang', 'aku', 'qs', 'shaad', 'rauh', 'kata', 'kemudian', 'beliau', 'usir', 'dal', 'ada', 'hina'];0;0;1
['shalat', 'kena', 'satu', 'kain', 'aku', 'gabung', 'beliau', 'shalat', 'samping', 'selesai', 'beliau', 'tanya', 'urus', 'apa', 'malammalam', 'begini', 'kamu', 'datang', 'wahai', 'jabir', 'aku', 'sampai', 'perlu', 'beliau', 'aku', 'selesai', 'beliau', 'kata', 'aku', 'lihat', 'kamu', 'selimut', 'kain', 'aku', 'jawab', 'kain', 'sempit', 'beliau', 'sabda', 'kain', 'lebar', 'ikat', 'pundak', 'bila', 'sempit', 'cukup', 'kena', 'batas', 'tutup', 'aurat'];1;0;1
['aku', 'beri', 'lima', 'perkara', 'beri', 'orang', 'nabinabi', 'belum', 'aku', 'tolong', 'lawan', 'musuh', 'takut', 'panjang', 'bulan', 'jalan', 'bumi', 'jadi', 'untuk', 'tempat', 'sujud', 'suci', 'orang', 'lakilaki', 'ummatku', 'dapat', 'waktu', 'shalat', 'hendak', 'shalat', 'halal', 'harta', 'rampas', 'untuk', 'nabi', 'belum', 'utus', 'khusus', 'kaum', 'aku', 'utus', 'seluruh', 'manusia', 'aku', 'beri', 'hak', 'syafaat'];1;0;1
['aku', 'penah', 'lihat', 'rasulullah', 'diri', 'pintu', 'rumah', 'budakbudak', 'habasyah', 'sedang', 'main', 'masjid', 'rasulullah', 'tutup', 'kain', 'selendang', 'aku', 'saksi', 'main', 'ibraim', 'bin', 'al', 'mundzir', 'tambah', 'cerita', 'ibnu', 'wahb', 'abar', 'kepada', 'yunus', 'ibnu', 'syihab', 'urwah', 'aisyah', 'kata', 'aku', 'lihat', 'rasulullah', 'saksi', 'budakbudak', 'habasyah', 'tunjuk', 'main', 'tombak'];0;0;1
['sedang', 'shalat', 'guna', 'kain', 'sarung', 'ikat', 'tengkuk', 'pakaiannnya', 'letak', 'gantung', 'baju', 'selesai', 'tanya', 'wahai', 'abu', 'abdullah', 'bagaimana', 'kamu', 'shalat', 'kain', 'rida', 'selendang', 'mu', 'kau', 'gantung', 'gantung', 'baju', 'jabir', 'jawab', 'benar', 'sungguh', 'aku', 'senang', 'bila', 'buat', 'lihat', 'orang', 'bodoh', 'kamu', 'aku', 'pernah', 'lihat', 'nabi', 'shalat', 'cara'];0;0;1
['sungguh', 'jadi', 'imam', 'ikut', 'imam', 'takbir', 'takbir', 'kalian', 'rukuk', 'rukuk', 'kalian', 'sujud', 'sujud', 'kalian', 'shalat', 'diri', 'shalatlah', 'kalian', 'diri', 'kemudian', 'beliau', 'turun', 'puluh', 'sembilan', 'hari', 'kata', 'wahai', 'rasulullah', 'bukankah', 'engkau', 'asing', 'diri', 'lama', 'satu', 'bulan', 'beliau', 'jawab', 'satu', 'bulan', 'puluh', 'sembailan', 'hari'];1;0;1
['nabi', 'masuk', 'ikut', 'bilal', 'usamah', 'bin', 'zaid', 'utsman', 'bin', 'thalhah', 'lalu', 'pintu', 'tutup', 'beliau', 'ada', 'saat', 'kemudian', 'keluar', 'ibnu', 'umar', 'kata', 'aku', 'segera', 'temu', 'bilal', 'tanya', 'bilal', 'jawab', 'beliau', 'laksana', 'shalat', 'kabah', 'aku', 'tanya', 'belah', 'mana', 'bilal', 'jawab', 'tiang', 'ibnu', 'umar', 'kata', 'lalu', 'aku', 'lupa', 'tanya', 'berapa', 'beliau', 'shalat'];0;0;1
['kalian', 'datang', 'masuk', 'wc', 'jangan', 'kalian', 'hadap', 'arah', 'kiblat', 'jangan', 'belakang', 'hadap', 'timur', 'barat', 'abu', 'ayyub', 'kata', 'datang', 'syam', 'dapat', 'wc', 'rumahrumah', 'sana', 'bangun', 'hadap', 'kiblat', 'alih', 'mohon', 'ampun', 'allah', 'taala', 'az', 'zuhri', 'atha', 'kata', 'aku', 'dengar', 'abu', 'ayyub', 'nabi'];1;1;1
['salah', 'orang', 'kalian', 'diri', 'shalat', 'sungguh', 'sedang', 'hadap', 'rabbnya', 'sungguh', 'rabbnya', 'ada', 'arah', 'kiblat', 'jangan', 'ludah', 'arah', 'kiblat', 'hendak', 'laku', 'arah', 'kiri', 'bawah', 'kaki', 'kiri', 'kemudian', 'nabi', 'pegang', 'tepi', 'kain', 'ludah', 'dalam', 'beliau', 'balik', 'posisi', 'kain', 'lalu', 'kata', 'beliau', 'laku'];1;1;1
['orang', 'kalian', 'diri', 'shalat', 'sungguh', 'sedang', 'hadap', 'rabbnya', 'sungguh', 'rabbnya', 'ada', 'kiblat', 'jangan', 'ludah', 'arah', 'kiblat', 'laku', 'arah', 'kiri', 'bawah', 'kaki', 'kiri', 'kemudian', 'nabi', 'pegang', 'tepi', 'kain', 'ludah', 'dalam', 'beliau', 'balik', 'posisi', 'kain', 'lalu', 'kata', 'beliau', 'laku'];1;1;1
['masuk', 'kabah', 'jalan', 'arah', 'depan', 'pintu', 'kabah', 'belakang', 'terus', 'berjalah', 'hingga', 'dinding', 'hadap', 'kirakira', 'tiga', 'hasta', 'lalu', 'shalat', 'tempat', 'bilal', 'abar', 'nabi', 'pernah', 'shalat', 'posisi', 'abdullah', 'bin', 'umar', 'kata', 'shalat', 'kabah', 'hadap', 'mau'];0;0;1
['nabi', 'anyam', 'jemari', 'ashim', 'bin', 'ali', 'kata', 'cerita', 'ashim', 'bin', 'muhammad', 'kata', 'aku', 'dengar', 'hadits', 'bapak', 'aku', 'hafal', 'lalu', 'waqid', 'ingat', 'aku', 'bapak', 'kata', 'aku', 'dengar', 'bapak', 'kata', 'abdullah', 'kata', 'rasulullah', 'sabda', 'wahai', 'abdullah', 'bin', 'amru', 'kamu', 'sama', 'orangorang', 'lemah', 'kamu', 'buat', 'begini'];0;0;1
['nabi', 'kemudian', 'diri', 'tenda', 'jenguk', 'sad', 'dekat', 'masjid', 'banyak', 'tenda', 'milik', 'bani', 'ghifar', 'kemudian', 'banyak', 'darah', 'alir', 'arah', 'orangorang', 'bani', 'ghifar', 'kata', 'wahai', 'huni', 'tenda', 'cair', 'apa', 'kena', 'muncul', 'arah', 'kalian', 'nyata', 'cair', 'darah', 'sad', 'keluar', 'tinggal'];0;0;1
['pergi', 'bawa', 'orang', 'kepada', 'aku', 'datang', 'bawa', 'orang', 'maksud', 'umar', 'lalu', 'tanya', 'siapa', 'kalian', 'dua', 'mana', 'asal', 'kalian', 'dua', 'dua', 'jawab', 'asal', 'thaif', 'umar', 'bin', 'al', 'khaththab', 'kata', 'sekira', 'kalian', 'duduk', 'sini', 'aku', 'hukum', 'kalian', 'dua', 'kalian', 'tinggi', 'suara', 'masjid', 'rasulullah'];0;0;1
['sungguh', 'aku', 'pernah', 'lihat', 'tujuh', 'puluh', 'orang', 'ashhabush', 'shuffah', 'orang', 'milik', 'rida', 'selendang', 'kain', 'baju', 'panjang', 'ikat', 'leher', 'kain', 'tengah', 'betis', 'mata', 'kaki', 'kemudian', 'lipat', 'tangan', 'khawatir', 'aurat', 'lihat'];0;0;1
['thawaf', 'keliling', 'kabah', 'tujuh', 'kali', 'shalat', 'sisi', 'maqam', 'rakaat', 'lalu', 'sai', 'shafa', 'marwah', 'sungguh', 'kalian', 'suri', 'tauladan', 'baik', 'diri', 'rasulullah', 'pernah', 'tanya', 'jabir', 'bin', 'abdullah', 'masalah', 'jawab', 'jangan', 'sekalikali', 'dekat', 'isterinya', 'hingga', 'laksana', 'sai', 'bukit', 'shafa', 'marwah'];0;1;1
['pindah', 'batu', 'kabah', 'beliau', 'kena', 'kain', 'lebar', 'paman', 'al', 'abbas', 'lalu', 'kata', 'kepada', 'wahai', 'anak', 'saudara', 'anda', 'kain', 'engkau', 'letak', 'pundak', 'batu', 'lebih', 'ringan', 'beliau', 'lepas', 'pakai', 'pundak', 'tibatiba', 'beliau', 'jatuh', 'pingsan', 'peristiwa', 'pernah', 'nabi', 'lihat', 'telanjang'];0;0;1
['beliau', 'shalat', 'delapan', 'rakaat', 'selimut', 'satu', 'baju', 'selesai', 'shalat', 'aku', 'kata', 'wahai', 'rasulullah', 'anak', 'ibu', 'kata', 'bunuh', 'orang', 'aku', 'beri', 'ganti', 'rugi', 'orang', 'abu', 'hubairah', 'rasulullah', 'tuju', 'apa', 'engkau', 'ikan', 'wahai', 'ummu', 'hani', 'ummu', 'hani', 'kata', 'waktu', 'dluha'];0;0;1
['rakaat', 'rakaat', 'apabila', 'khawatir', 'masuk', 'subuh', 'shalatlah', 'satu', 'rakaat', 'witir', 'tutup', 'shalat', 'kamu', 'laksana', 'belum', 'al', 'walid', 'bin', 'katsir', 'kata', 'cerita', 'kapadaku', 'ubaidullah', 'bin', 'abdullah', 'ibnu', 'umar', 'cerita', 'orang', 'panggil', 'nabi', 'beliau', 'ada', 'masjid'];1;0;1
['kena', 'sarung', 'ikat', 'leher', 'tengkuk', 'pakai', 'gantung', 'gantung', 'baju', 'orang', 'lalu', 'kata', 'kepada', 'kamu', 'shalat', 'guna', 'satu', 'kain', 'jabir', 'bin', 'samurah', 'jawab', 'aku', 'laku', 'lihat', 'orang', 'bodoh', 'kamu', 'mana', 'masa', 'nabi', 'milik', 'kain'];0;0;1
['sekira', 'orang', 'lewat', 'depan', 'orang', 'kerja', 'shalat', 'tahu', 'apa', 'akibat', 'tanggung', 'niscaya', 'diri', 'lama', 'empat', 'puluh', 'lebih', 'baik', 'bagi', 'lewat', 'depan', 'orang', 'sedang', 'shalat', 'abu', 'an', 'nadlr', 'kata', 'aku', 'tahu', 'maksud', 'jumlah', 'empat', 'puluh', 'empat', 'puluh', 'hari', 'bulan', 'tahun'];0;0;1
['bapak', 'pernah', 'lihat', 'nabi', 'shalat', 'tempat', 'cerita', 'kepada', 'nafi', 'ibnu', 'umar', 'pernah', 'shalat', 'tempat', 'aku', 'tanya', 'salim', 'aku', 'tahu', 'sepakat', 'nafi', 'tempat', 'maksud', 'dua', 'beda', 'dapat', 'masjid', 'ada', 'syarfil', 'rawha'];0;0;1
['sungguh', 'allah', 'haram', 'neraka', 'orang', 'ucap', 'laa', 'ilaaha', 'illallah', 'harap', 'ridla', 'allah', 'ibnu', 'syihab', 'kata', 'kemudian', 'aku', 'tanya', 'al', 'hushain', 'bin', 'muhammad', 'al', 'anshari', 'salah', 'orang', 'bani', 'salim', 'masuk', 'orang', 'pandang', 'hadits', 'mahmud', 'bin', 'ar', 'rabi', 'benar'];0;0;1
['sungguh', 'orang', 'paling', 'amanah', 'hadap', 'baik', 'diri', 'maupun', 'harta', 'lebih', 'abu', 'bakar', 'bin', 'abu', 'qahafah', 'anda', 'aku', 'ambil', 'kasih', 'ummatku', 'tentu', 'aku', 'ambil', 'abu', 'bakar', 'kasih', 'saudara', 'islam', 'lebih', 'utama', 'tutup', 'semua', 'pintu', 'dari', 'pintu', 'abu', 'bakar'];0;0;1
